Plot_Number,Treatment,Robbing,Florivory,Pollination,Early_Season_Anthocyanins,Late_Season_Anthocyanins,Change_in_Anthocyanins,Early_Season_Condensed_Tannins,Late_Season_Condensed_Tannins,Change_in_Condensed_Tannins,Early_Season_Flower_Redness,Late_Season_Flower_Redness,Change_in_Flower_Redness,Flower_Color_Category,Flower_Spur_Length,Flower_Length,Flower_Lip_Height,Flower_Lip_Width,Flower_Opening_Height,Flower_Opening_Width,Flower_Lip_Area,Flower_Opening_Area,Flower_Size_PC1,Average_CH_Fruits_Per_Day,Mature_CH_Fruits_Per_Day,Average_CL_Fruits_Per_Day,Mature_CL_Fruits_Per_Day,Total_Fruits_Per_Day,Total_Mature_Fruits_Per_Day,Proportion_of_Fruits_CH,Ratio_of_CH_to_CL_Fruits,Average_Seeds_Per_CH_Fruit,Average_Seeds_Per_CL_Fruit,Average_CH_Seed_Mass,Average_CL_Seed_Mass,Average_Percent_Leaf_Damage,Average_Herbivore_Density,Average_Herbivore_Richness,Average_Nectar_Volume,Maximum_Plant_Height,Maximum_Number_of_Nodes,Average_CL_Flowers_Per_Day,Average_Leaf_Area,Pollinators_Per_Hour,Robbers_Per_Hour,Thieves_Per_Hour,Proportion_Flowers_Visited_by_Pollinators,Proportion_Flowers_Visited_by_Robbers,Proportion_Flowers_Visited_by_Thieves,Date_of_First_CH_Flower,Total_CH_Flower_Production,Average_CH_Flowers_Per_Day,Average_Percent_Florivory
1,Robbing,Y,N,N,11.61522634,9.115044248,-2.50018209,NA,113.6220472,NA,18.20228512,NA,NA,yellow,8.914,16.508,7.536,13.516,5.5,3.908,103.36632,22.59146,-0.139881815,10,2.142857143,9.714285714,0.428571429,19.71428571,2.571428571,0.507246377,1.029411765,3,1,0.015169231,0.006333333,1,21,2,NA,86,15,1,18.565,20,0,0,0.833333333,0,0,214,117,2.489361702,10
2,PollFlor,N,Y,Y,7.24702381,12.61682243,5.36979862,NA,27.35449735,NA,5.807919128,3.487215303,2.320703825,yellow,9.148333333,18.32166667,7.631666667,13.32166667,6.55,5.203333333,101.8313,37.33358333,0.355625416,12.14285714,3,16.85714286,2.857142857,29,5.857142857,0.418719212,0.720338983,2.333333333,1.105263158,0.012871429,0.005957895,10.5,12,3,NA,74,15,1,18.61833333,4,0,5,0.052631579,0,0.385964912,208,216,4.595744681,9
3,Florivory,N,Y,N,7.578125,9.841772152,2.263647152,48.62068966,49.93243243,-1.31174277,9.499035623,4.182034968,5.317000655,yellow,9.602,17.646,8.796,14.67,6.748,5.262,131.28206,38.12256,1.147165513,15.42857143,0.714285714,10,0.714285714,25.42857143,1.428571429,0.606741573,1.542857143,2.5,1.25,0.016225,0.00805,2.25,7,3,6.173170732,83,16,1.666666667,22.39,20,0,4,0.5,0,0.1,215,152,3.234042553,0
4,Control,N,N,N,6.263636364,3.590909091,-2.672727273,26.19444444,66.79487179,-40.60042735,5.507125607,4.746634556,0.760491052,yellow,8.236666667,16.46666667,8.386666667,15.08,6.49,5.5,132.0569333,37.18656667,0.40168469,4.714285714,1.285714286,13.85714286,1.285714286,18.57142857,2.571428571,0.253846154,0.340206186,2.7,1.888888889,0.01614,0.013022222,0.166666667,4,1,NA,71,15,0.333333333,15.65333333,NA,NA,NA,NA,NA,NA,221,70,1.489361702,0
5,Control,N,N,N,12.59469697,27.0480226,14.45332563,25.12396694,52.05741627,-26.93344933,83.95616173,NA,NA,red,9.439,18.476,8.955,15.501,8.038,5.648,139.15883,50.04414,1.603199822,14.28571429,2.571428571,19.42857143,2.857142857,33.71428571,5.428571429,0.423728814,0.735294118,4,1.9375,0.024,0.01198125,13,9,3,9.557692308,80,16,6,22.93,4,3,7,0.208333333,0.1875,0.395833333,193,178,3.787234043,2
6,Robbing,Y,N,N,13.85964912,10.07337526,-3.786273861,NA,67.06896552,NA,20.60442199,70.08156592,-49.47714393,red,9.873333333,17.83888889,8.635555556,13.17,6.715555556,5.604444444,115.0494778,40.46302222,0.803750101,10.57142857,3,23.14285714,2.428571429,33.71428571,5.428571429,0.313559322,0.456790123,1.842105263,1.071428571,0.009894737,0.006014286,2.166666667,16,3,4.387804878,81,16,1,25.375,0,1,4,0,0.022222222,0.127777778,205,183,3.893617021,0
7,Robbing,Y,N,N,16.3317757,8.070776256,-8.260999445,98.59813084,26.90740741,71.69072343,6.392090611,4.090684722,2.30140589,yellow,9.224,17.798,8.742,14.158,5.086,4.694,127.29952,24.11234,0.891528794,19.14285714,7.142857143,15.28571429,3.714285714,34.42857143,10.85714286,0.556016598,1.252336449,3.431818182,1.7,0.021497727,0.011755,2.083333333,3,2,16.62884615,94,15,0.666666667,27.766,40,0,8,1,0,0.2,219,143,3.042553191,0
8,Pollination,N,N,Y,13.23129252,7.3,-5.931292517,27.67857143,55.48387097,-27.80529954,3.614610207,3.410457299,0.204152908,yellow,9.105,19.5025,10.0275,16.485,5.8875,5.0075,165.742225,29.398275,2.463088188,18.85714286,9.428571429,22.85714286,4.714285714,41.71428571,14.14285714,0.452054795,0.825,3.057692308,1.333333333,0.019878846,0.008095833,4.5,14,3,11.51730769,74,14,0.666666667,22.14166667,0,0,4,0,0,0.142857143,216,245,5.212765957,0
9,Control,N,N,N,13.29501916,0.637254902,-12.65776426,14.88215488,48.06666667,-33.18451179,81.34710432,80.45965704,0.887447286,red,9.86,18.8325,9.605,15.2475,4.945,4.295,147.523875,21.259225,2.015286749,17.71428571,5.571428571,32,6.857142857,49.71428571,12.42857143,0.356321839,0.553571429,3.379310345,1.428571429,0.022241379,0.034133333,3.666666667,17,4,16.36346154,84,16,1.333333333,20.145,0,4,12,0,0.1,0.3,217,159,3.382978723,1
10,Florivory,N,Y,N,11.96551724,14.90196078,2.936443543,15.82010582,6.130434783,9.689671037,5.163817243,3.819963024,1.343854219,yellow,9.523333333,18.57,9.256666667,15.32666667,4.953333333,4.013333333,142.0169333,19.83833333,1.719038294,8.857142857,2.714285714,15.85714286,2,24.71428571,4.714285714,0.358381503,0.558558559,2,1.363636364,0.010180556,0.006881818,3.166666667,17,3,9.144230769,77,17,0,15.73666667,20,0,4,0.833333333,0,0.166666667,229,80,1.70212766,0
11,RobFlor,Y,Y,N,13.87711864,NA,NA,47.64423077,24.03921569,23.60501508,14.99931517,2.489944908,12.50937026,yellow,8.625,17.755,7.76,13.66666667,5.87,4.706666667,101.9696,27.65853333,0.186894776,1.166666667,0,4.5,0.666666667,5.666666667,0.666666667,0.205882353,0.259259259,NA,2,NA,0.0118,2,25,3,7.191463415,88,17,1.333333333,20.01166667,40,0,0,0.833333333,0,0,230,144,3.063829787,0
12,PollRobFlor,Y,Y,Y,4.025894062,6.295289855,2.269395793,23.95,83.85826772,-59.90826772,5.813266925,2.103856693,3.709410232,yellow,10.365,19.71,9.25,15.07,4.355,4.36,141.5779,19.5521,2.27775189,2.833333333,0,5.833333333,0.5,8.666666667,0.5,0.326923077,0.485714286,NA,2.333333333,NA,0.014966667,4.25,14,2,3.7265625,98,15,0.666666667,18.935,12,0,2,0.3,0,0.5,215,99,2.106382979,0
13,RobFlor,Y,Y,N,5.43715847,5.121082621,-0.316075849,47.30769231,34.1025641,13.20512821,9.029216466,3.923032386,5.106184081,yellow,9.576,17.216,8.44,14.898,4.786,3.722,128.66394,18.27864,0.967824901,6.5,0,3.833333333,0.166666667,10.33333333,0.166666667,0.629032258,1.695652174,NA,NA,NA,NA,1.083333333,28,4,3.268292683,93,16,0,16.61833333,16,0,0,0.333333333,0,0,217,167,3.553191489,0
14,Control,N,N,N,9.232804233,12.62323944,3.390435204,25.02994012,70.3030303,-45.27309018,11.2245147,1.608729437,9.615785265,yellow,8.964,18.844,9.824,14.89,6.25,4.88,146.49998,32.56858,1.694161825,5.333333333,0,11.66666667,0.666666667,17,0.666666667,0.31372549,0.457142857,NA,2,NA,0.029275,2.916666667,18,4,NA,81,14,2.333333333,16.03666667,11,0,4,0.507936508,0,0.444444444,210,147,3.127659574,9
15,Florivory,N,Y,N,6.034946237,4.198473282,-1.836472954,78.10874704,58.54166667,19.56708037,6.957010881,3.444703358,3.512307524,yellow,9.715,18.7775,9.185,16.88666667,4.863333333,4.236666667,156.7112,20.8209,2.261583455,2,0.166666667,2,0.166666667,4,0.333333333,0.5,1,2,3,0.0052,0.0139,13.83333333,33,1,NA,75,16,0.666666667,17.56166667,16,8,0,0.8,0.4,0,223,39,0.829787234,7
16,PollRobFlor,Y,Y,Y,9.852941176,8.40990991,-1.443031267,56.2601626,78.39285714,-22.13269454,7.171495069,3.62438299,3.547112079,yellow,8.38,18.525,8.095,NA,3.78,3.68,NA,13.9104,NA,1.166666667,0,1.5,0.333333333,2.666666667,0.333333333,0.4375,0.777777778,NA,2,NA,0.01135,2.583333333,22,2,0.259375,83,18,0.333333333,14.825,8,4,12,0.666666667,0.333333333,1,207,79,1.680851064,2
17,Control,N,N,N,7.913385827,10.00744048,2.094054649,22.02380952,107.654321,-85.63051148,4.159862354,1.733624729,2.426237625,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,1,0,1.333333333,0,0.25,0.333333333,NA,NA,NA,NA,5.333333333,20,2,NA,58,15,0,11.82833333,4,0,4,1,0,1,235,23,0.489361702,0
18,RobFlor,Y,Y,N,NA,0.15224359,NA,NA,104.6078431,NA,54.65478032,51.37937569,3.275404631,red,9.283333333,17.96666667,8.103333333,12.24333333,4.71,3.24,99.32243333,15.32026667,0.173126634,2.333333333,0,0.333333333,0,2.666666667,0,0.875,7,NA,NA,NA,NA,1.5,14,2,NA,87,17,0.333333333,17.77166667,0,8,4,0,0.125,0.0625,217,135,2.872340426,43
19,PollRob,Y,N,Y,1.295546559,2.081659973,0.786113415,26.55144695,33.42948718,-6.87804023,72.91864406,49.48860618,23.43003788,red,10.35,14.0975,7.9275,13.895,6.3775,5.925,113.025225,38.315425,0.157683865,3.5,0.166666667,2.166666667,0,5.666666667,0.166666667,0.617647059,1.615384615,6,NA,0.0236,NA,1.5,20,4,NA,82,15,0.666666667,17.48333333,0,0,0,0,0,0,217,95,2.021276596,14
20,PollRobFlor,Y,Y,Y,10.06097561,8.066037736,-1.994937874,144.3693694,74.41176471,69.95760469,45.75080715,78.18197035,-32.4311632,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,0,0.166666667,0,1.333333333,0,0.875,7,NA,NA,NA,NA,3.875,11,2,8.957692308,70,17,2,15.67166667,8,0,8,0.4,0,0.4,229,39,0.829787234,4
21,PollFlor,N,Y,Y,10.14861996,10,-0.148619958,20.17699115,37.88888889,-17.71189774,9.186883875,2.443952203,6.742931673,yellow,8.896,15.69,6.382,13.392,5.888,6.624,87.4191,39.07498,-0.775230459,0.833333333,0.166666667,2.666666667,0.333333333,3.5,0.5,0.238095238,0.3125,5,2,0.0235,0.0064,4.916666667,22,2,8.207692308,64,14,1.333333333,19.24166667,16,0,4,0.571428571,0,0.142857143,214,82,1.744680851,0
22,PollRobFlor,Y,Y,Y,11.46907216,7.517985612,-3.951086553,48.8358568,77.11340206,-28.27754526,13.81812468,6.194787063,7.623337622,yellow,8.31,15.082,7.506,13.754,6.02,5.894,103.53084,36.60796,-0.554265695,2.666666667,0.666666667,10.66666667,1.333333333,13.33333333,2,0.2,0.25,2.75,2,0.0138,0.0156,13.08333333,24,2,NA,57,12,1.666666667,14.5825,0,0,6,0,0,0.75,216,50,1.063829787,0
23,PollFlor,N,Y,Y,5.960591133,12.33995585,6.379364717,91.81818182,65.60606061,26.21212121,7.031244423,4.526928772,2.504315651,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,0,3.666666667,1,3.833333333,1,0.043478261,0.045454545,NA,2,NA,0.008175,0.333333333,34,2,7.469512195,86,15,0,22.44333333,10,2,4,0.833333333,0.166666667,0.333333333,223,52,1.106382979,0
24,RobFlor,Y,Y,N,8.888888889,26.23809524,17.34920635,7.571428571,52.65957447,-45.0881459,4.570911068,1.369426003,3.201485065,yellow,7.06,13.12,7.735,13.45,8.6,7.205,103.9835,62.49405,-1.213888417,3,0,2.333333333,0.333333333,5.333333333,0.333333333,0.5625,1.285714286,NA,3.5,NA,0.0154,4,6,3,4.423551829,82,16,2,27.88166667,0,0,4,0,0,0.5,221,129,2.744680851,0
25,Pollination,N,N,Y,16.83908046,11.16541353,-5.673666926,28.84615385,45.98997494,-17.14382109,9.849553915,2.294057333,7.555496582,yellow,8.485,12.175,5.435,11.04,7.07,6.46,59.8943,45.4071,-2.470815411,0,0,0.5,0,0.5,0,0,0,NA,NA,NA,NA,0.125,11,2,NA,78,13,0,15.47,28,12,20,1.590909091,0.681818182,1.136363636,230,49,1.042553191,0
26,PollFlor,N,Y,Y,9.403153153,15.77284946,6.369696309,40.44776119,95.54054054,-55.09277935,9.732371132,2.230082614,7.502288519,yellow,9.586666667,12.90333333,5.716666667,12.62333333,5.503333333,6.063333333,72.1066,33.7723,-1.466356088,3.833333333,0,2.333333333,0.166666667,6.166666667,0.166666667,0.621621622,1.642857143,NA,1,NA,0.0048,0.5,4,2,NA,72,17,1.333333333,20.065,44,0,8,1.222222222,0,0.222222222,221,153,3.255319149,0
27,PollRobFlor,Y,Y,Y,40.57142857,10.56547619,-30.00595238,54.86725664,62.31060606,-7.44334942,10.06097169,4.262960542,5.798011146,yellow,7.74,11.63,6.09,12.02,5.79,6.65,73.2018,38.5035,-2.229004084,2.166666667,0,8,1.333333333,10.16666667,1.333333333,0.213114754,0.270833333,NA,2.875,NA,0.0118,0.25,13,5,NA,80,16,0.333333333,14.80833333,0,0,0,0,0,0,223,78,1.659574468,0
28,PollFlor,N,Y,Y,37.27272727,NA,NA,177.1111111,26.06741573,151.0436954,9.866023527,1.51538056,8.350642968,yellow,8.413333333,12.71,6.1675,12.22,6.78,6.37,72.8448,44.6606,-1.82019113,1,0.166666667,1.166666667,0.166666667,2.166666667,0.333333333,0.461538462,0.857142857,2.5,2,0.0126,0.0174,5.875,1,1,NA,74,15,0,18.115,NA,NA,NA,NA,NA,NA,219,100,2.127659574,0
29,Control,N,N,N,4.603559871,14.73148148,10.12792161,77.97619048,17.98449612,59.99169436,7.845963742,NA,NA,yellow,9.92,13.51,5.783333333,14.14333333,7.523333333,6.466666667,83.63943333,49.62486667,-0.806975217,3.166666667,0.833333333,1.666666667,0,4.833333333,0.833333333,0.655172414,1.9,3.833333333,NA,0.015466667,NA,7.625,0,0,8.55,85,15,1.666666667,25.32,NA,NA,NA,NA,NA,NA,222,139,2.957446809,0
30,Control,N,N,N,10.90277778,14.82954545,3.926767677,NA,74.7008547,NA,1.66490737,NA,NA,yellow,8.562,15.618,7.476,11.47,7.2,5.362,86.72024,39.94236,-1.039429388,4.166666667,0.166666667,1,0,5.166666667,0.166666667,0.806451613,4.166666667,4,NA,0.0206,NA,0.625,24,4,NA,74,16,0,20.915,4,10,4,0.111111111,0.277777778,0.111111111,210,195,4.14893617,9
31,PollFlor,N,Y,Y,8.725961538,21.37037037,12.64440883,2.773123909,33.28671329,-30.51358938,74.30996836,75.5849555,-1.274987133,red,10.05666667,15.44666667,8.045,12.598,7.058,6.636,101.87276,47.14756,-0.041215537,9,0,7.166666667,2.333333333,16.16666667,2.333333333,0.556701031,1.255813953,NA,2.571428571,NA,0.011073571,4.25,6,2,NA,86,15,3,21.48833333,8,6,0,0.583333333,0.125,0,216,225,4.787234043,4
32,RobFlor,Y,Y,N,13.89534884,7.901069519,-5.994279318,99.375,61.76724138,37.60775862,72.36486637,87.65211554,-15.28724917,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,0,0.5,0,2.666666667,0,0.8125,4.333333333,NA,NA,NA,NA,0.125,2,2,NA,79,16,0.666666667,19.385,0,0,8,0,0,1,230,83,1.765957447,1
33,PollRobFlor,Y,Y,Y,16.44110276,6.687801932,-9.753300825,57.57062147,19.02597403,38.54464744,6.713031687,3.717667469,2.995364218,yellow,9.16,17.56,4.6,8.795,6.38,4.345,44.20475,28.03745,-2.243552191,4.166666667,0,1.833333333,0.166666667,6,0.166666667,0.694444444,2.272727273,NA,2,NA,0.0116,0.375,8,2,6.514634146,89,17,1.666666667,28.14166667,0,4,0,0,1,0,219,99,2.106382979,7
34,PollFlor,N,Y,Y,15.80769231,19.46428571,3.656593407,31.05263158,61.91358025,-30.86094867,13.51537676,3.331921901,10.18345486,yellow,9.16,11.025,5.695,14.485,6.225,5.33,81.96935,33.03715,-1.302256111,4.333333333,0.333333333,0.333333333,0.166666667,4.666666667,0.5,0.928571429,13,2.5,2,0.00635,0.0074,0.75,8,2,6.575609756,89,15,2.333333333,21.83666667,4,0,4,0.5,0,0.5,224,88,1.872340426,0
35,Control,N,N,N,9.505494505,7.650273224,-1.855221281,113.372093,33.63636364,79.73572936,9.175907185,NA,NA,yellow,7.796,14.448,7.138,11.616,5.928,5.47,85.8579,33.589,-1.558634017,6,0.333333333,3.833333333,0.833333333,9.833333333,1.166666667,0.610169492,1.565217391,2,1.333333333,0.0047,0.006966667,1.125,7,2,NA,87,16,0.333333333,17.115,12,0,8,3,0,2,215,116,2.468085106,2
36,PollRob,Y,N,Y,5.291666667,11.14,5.848333333,88.47094801,70,18.47094801,11.17110531,3.175350544,7.995754768,yellow,NA,4.23,3.08,6.51,3.68,2.87,20.0508,10.5616,NA,5,0,4.333333333,0.833333333,9.333333333,0.833333333,0.535714286,1.153846154,NA,2,NA,0.0095,2.5,7,2,5.46097561,73,15,1,17.40333333,0,0,0,0,0,0,230,64,1.361702128,0
37,Robbing,Y,N,N,5.646551724,14.21296296,8.566411239,34.42307692,44.13554633,-9.71246941,10.21431252,3.192853252,7.021459265,yellow,8.633333333,14.57,5.983333333,11.40333333,6.333333333,4.523333333,69.31416667,28.69333333,-1.776751383,8.5,0.5,2,0.166666667,10.5,0.666666667,0.80952381,4.25,2.666666667,1,0.0082,0.004,0,7,3,NA,78,16,0.333333333,21.53166667,0,4,0,0,0.333333333,0,223,88,1.872340426,1
38,Florivory,N,Y,N,4.27402863,10.82692308,6.552894447,58.45070423,16.5,41.95070423,11.40994474,NA,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166666667,0,3.333333333,0.333333333,6.5,0.333333333,0.487179487,0.95,NA,1.5,NA,0.00655,1,10,1,NA,67,15,1.333333333,14.05,NA,NA,NA,NA,NA,NA,224,42,0.893617021,0
39,PollRobFlor,Y,Y,Y,8.46969697,NA,NA,78.375,NA,NA,14.95592357,NA,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666667,0,0.666666667,0,0,0,NA,NA,NA,NA,0.375,5,3,NA,67,14,2.333333333,14.87333333,NA,NA,NA,NA,NA,NA,216,5,0.108695652,50
40,PollRob,Y,N,Y,8.75,7.5,-1.25,177.0175439,40.03731343,136.9802305,45.13013342,87.09048536,-41.96035194,red,9.8775,14.8075,9.37,14.2725,7.275,6.4875,134.90585,47.2635,0.743198597,5.833333333,0.833333333,4.666666667,0.5,10.5,1.333333333,0.555555556,1.25,3.4,1.333333333,0.00802,0.0039,0.625,2,1,NA,75,15,2.666666667,14.26333333,16,4,12,0.666666667,0.166666667,0.5,214,70,1.489361702,1
41,PollFlor,N,Y,Y,6.448412698,12.89634146,6.447928765,114.0983607,99.11392405,14.98443665,81.05852148,85.82708439,-4.768562901,red,5.168,12.058,4.472,11.064,3.426,4.112,55.60502,16.17914,-3.64596091,6.333333333,0,6.833333333,1,13.16666667,1,0.481012658,0.926829268,NA,1,NA,0.00702,1.25,0,0,NA,74,14,1,20.12333333,12,0,0,0.375,0,0,219,66,1.404255319,23
42,PollRobFlor,Y,Y,Y,23.81147541,22.80092593,-1.010549484,35,NA,NA,3.788995763,2.824291498,0.964704265,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1.333333333,0.166666667,2.333333333,0.166666667,0.428571429,0.75,NA,1,NA,0.0056,4.125,7,2,NA,52,12,0,11.26833333,0,0,0,0,0,0,217,15,0.319148936,7
43,Robbing,Y,N,N,13.39285714,13.24786325,-0.144993895,70.8627451,51.48514851,19.37759659,6.054848866,2.240591985,3.814256882,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,0,2.666666667,0.166666667,5.333333333,0.166666667,0.5,1,NA,1,NA,0.0029,0.333333333,0,0,NA,68,16,0.333333333,18.16666667,NA,NA,NA,NA,NA,NA,230,42,0.893617021,16
44,RobFlor,Y,Y,N,6.019417476,9.223484848,3.204067373,107.7380952,134.4086022,-26.670507,3.678759812,2.480348813,1.198410999,yellow,9.8,13.07,7.376666667,12.69666667,5.013333333,6.646666667,93.49206667,33.52403333,-0.737480695,5.666666667,0.166666667,3.166666667,0.833333333,8.833333333,1,0.641509434,1.789473684,3,1.25,0.0117,0.005145,0.625,3,2,NA,79,15,1,14.46166667,8,0,0,1,0,0,221,99,2.106382979,9
45,Pollination,N,N,Y,NA,0.465116279,NA,36.2631579,120,-83.73684211,84.02662108,85.3901513,-1.363530219,red,3.75,9.87,4.56,10.52,3.98,4.13,47.9712,16.4374,-4.206662219,1.833333333,0,1.5,0,3.333333333,0,0.55,1.222222222,NA,NA,NA,NA,11.5,3,2,NA,51,14,0.333333333,12.48333333,NA,NA,NA,NA,NA,NA,222,27,0.574468085,0
46,RobFlor,Y,Y,N,1.645408163,5.596153846,3.950745683,117.1212121,60.82474227,56.29646983,70.99946967,74.28066969,-3.281200024,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,0,1,0,1.666666667,0,0.4,0.666666667,NA,1,NA,0.00471,3.5,1,1,NA,65,15,0.333333333,11.52333333,NA,NA,NA,NA,NA,NA,229,15,0.319148936,23
