Plot_Number,Treatment,Robbing,Florivory,Pollination,Early_Season_Anthocyanins,Late_Season_Anthocyanins,Change_in_Anthocyanins,Early_Season_Condensed_Tannins,Late_Season_Condensed_Tannins,Change_in_Condensed_Tannins,Early_Season_Flower_Redness,Late_Season_Flower_Redness,Change_in_Flower_Redness,Flower_Color_Category,Flower_Spur_Length,Flower_Length,Flower_Lip_Height,Flower_Lip_Width,Flower_Opening_Height,Flower_Opening_Width,Flower_Lip_Area,Flower_Opening_Area,Flower_Size_PC1,Average_CH_Fruits_Per_Day,Mature_CH_Fruits_Per_Day,Average_CL_Fruits_Per_Day,Mature_CL_Fruits_Per_Day,Total_Fruits_Per_Day,Total_Mature_Fruits_Per_Day,Proportion_of_Fruits_CH,Ratio_of_CH_to_CL_Fruits,Average_Seeds_Per_CH_Fruit,Average_Seeds_Per_CL_Fruit,Average_CH_Seed_Mass,Average_CL_Seed_Mass,Average_Percent_Leaf_Damage,Average_Herbivore_Density,Average_Herbivore_Richness,Average_Nectar_Volume,Maximum_Plant_Height,Maximum_Number_of_Nodes,Average_CL_Flowers_Per_Day,Average_Leaf_Area,Pollinators_Per_Hour,Robbers_Per_Hour,Thieves_Per_Hour,Proportion_Flowers_Visited_by_Pollinators,Proportion_Flowers_Visited_by_Robbers,Proportion_Flowers_Visited_by_Thieves,Date_of_First_CH_Flower,Total_CH_Flower_Production,Average_CH_Flowers_Per_Day,Average_Percent_Florivory
47,PollFlor,N,Y,Y,6.136363636,13.09027778,6.953914141,89.56989247,71.56626506,18.00362741,75.5604543,82.67082506,-7.110370768,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666666667,0,1.333333333,0,3,0,0.555555556,1.25,NA,NA,NA,NA,1.25,2,1,NA,74,13,0,15.865,0,0,4,0,0,1,221,26,0.553191489,0
48,PollRobFlor,Y,Y,Y,9.238095238,7.118055556,-2.120039683,71.97916667,37.08860759,34.89055908,10.3716474,6.295829048,4.075818352,yellow,6.203333333,17.21333333,6.44,7.84,4.53,5.023333333,51.66,22.78556667,-2.738311559,0.833333333,0.166666667,2.666666667,0.833333333,3.5,1,0.238095238,0.3125,2.2,1.12,0.00982,0.005368,0,130,3,NA,66,14,2,15.90166667,0,0,8,0,0,1,221,28,0.595744681,0
49,Florivory,N,Y,N,5.720338983,NA,NA,77.1641791,NA,NA,6.969477501,NA,NA,yellow,6.41,8.08,5.15,9.17,2.77,3.92,47.2255,10.8584,-4.004370017,0.166666667,0,2,0.166666667,2.166666667,0.166666667,0.076923077,0.083333333,2.375,1,0.0152,0.005305556,0.625,242,3,NA,73,15,0.666666667,16.125,NA,NA,NA,NA,NA,NA,229,12,0.255319149,0
50,Robbing,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,1.8,0,2,0,0.1,0.111111111,NA,NA,NA,NA,0.833333333,4,3,NA,74,15,0,10.93333333,NA,NA,NA,NA,NA,NA,210,1,0.025,74
51,PollFlor,N,Y,Y,8.22815534,8.253424658,0.025269318,111.686747,72.45614035,39.23060665,10.70015612,2.202321951,8.49783417,yellow,8.095,16.3725,6.06,11.3575,5.705,5.805,70.098525,33.430225,-1.578461205,11,0.4,5.6,0.2,16.6,0.6,0.662650602,1.964285714,NA,2,NA,0.0111,2,14,2,6.713414634,67,13,0.333333333,22.02,4,0,10,0.066666667,0,0.166666667,215,115,2.446808511,0
52,PollRob,Y,N,Y,-1.287878788,3.155737705,4.443616493,46.66666667,154.7142857,-108.047619,77.19939324,85.00929656,-7.809903321,red,7.2,16.255,7.085,15.16,6.445,5.71,108.40475,36.7202,-0.387547562,0.8,0,11,0.6,11.8,0.6,0.06779661,0.072727273,NA,2.666666667,NA,0.0158,3.916666667,16,1,7.404747596,91,15,1,16.82333333,0,0,0,0,0,0,224,44,0.936170213,NA
53,Florivory,N,Y,N,4.589552239,3.780487805,-0.809064434,39.84567901,63.05194805,-23.20626904,56.39926573,85.52452278,-29.12525706,red,7.87625,16.393125,5.715625,11.660625,6.001875,5.436875,69.10574375,33.26950625,-1.677166674,21.2,0.2,5.6,0,26.8,0.2,0.791044776,3.785714286,4.777777778,2,0.032411111,0.0105,1.083333333,31,2,3.797751524,95,14,0.333333333,19.82166667,12,5,1,0.09375,0.041666667,0.333333333,208,236,5.021276596,12
54,Pollination,N,N,Y,7.733333333,NA,NA,24.82352941,56.69966997,-31.87614056,37.93707794,NA,NA,red,7.633636364,16.13454545,6.581818182,13.35545455,6.762727273,5.355454545,90.46879091,37.92887273,-0.997120624,12.83333333,0.333333333,4.166666667,0.166666667,17,0.5,0.754901961,3.08,4.5,4,0.031,0.0287,0,25,2,6.99222561,84,14,3.666666667,28.94,11,13,7,0.126984127,0.158730159,0.146825397,202,219,4.659574468,1
55,RobFlor,Y,Y,N,9.252645503,35.23148148,25.97883598,25.60606061,42.03539823,-16.42933762,13.02420118,3.54333688,9.480864304,yellow,6.6625,13.6375,4.5875,10.4875,4.9625,5.055,46.4575,25.23295,-3.24169461,5.4,0,7.4,0.4,12.8,0.4,0.421875,0.72972973,NA,2.5,NA,0.0133,9.166666667,5,3,NA,78,11,2.333333333,18.49666667,6,6,2,0.3,0.3,0.5,212,75,1.595744681,0
56,RobFlor,Y,Y,N,10.9047619,NA,NA,117.6811594,48.4992785,69.1818809,13.06350423,NA,NA,yellow,8.515,16.08333333,6.348333333,13.79166667,6.44,7.04,91.75806667,46.7176,-0.713561231,13.33333333,0.333333333,12,0.833333333,25.33333333,1.166666667,0.526315789,1.111111111,5.5,3.4,0.0249,0.01166,0.916666667,11,4,7.532926829,96,17,4,22.58,12,12,12,0.115384615,0.115384615,0.730769231,199,286,6.085106383,4
57,Robbing,Y,N,N,8.348126233,5.714285714,-2.633840518,15.90425532,4.473067916,11.4311874,11.45498516,1.347667862,10.10731729,yellow,8.3575,15.075,6.9875,11.815,6.7825,5.66,86.532525,37.643525,-1.285204389,16,1,8.666666667,0.166666667,24.66666667,1.166666667,0.648648649,1.846153846,4.166666667,6,0.0191,0.0218,0.916666667,13,4,3.889596037,94,14,3,21.12833333,70,4,12,0.729166667,0.041666667,0.270833333,210,261,5.553191489,3
58,Pollination,N,N,Y,NA,12.69662921,NA,33.72623574,58.52459016,-24.79835442,5.642463097,NA,NA,yellow,8.71212766,17.1975,4.5971875,11.240625,5.068125,4.82875,54.6241625,25.00698438,-1.778375851,36,5,11.66666667,1,47.66666667,6,0.755244755,3.085714286,4.363636364,2.25,0.024145455,0.00975,2.166666667,10,3,NA,99,16,1.666666667,23.83333333,52,0,13,0.333333333,0,0.325641026,189,415,8.829787234,2
59,PollRobFlor,Y,Y,Y,8.792372881,2.926300578,-5.866072303,NA,36.04575163,NA,17.53625776,NA,NA,yellow,8.711666667,15.652,6.73,14.344,6.462,5.934,100.71616,39.1976,-0.441370618,27,0.833333333,7,0.166666667,34,1,0.794117647,3.857142857,4.5,NA,0.023233333,NA,5.5,33,4,9.011397749,88,13,2,26.46166667,59,12,11,0.366666667,0.075,0.066666667,212,357,7.595744681,9
60,PollRob,Y,N,Y,3.024691358,5.923566879,2.898875521,10.19480519,39.59090909,-29.3961039,11.25127361,NA,NA,yellow,9.402,16.702,8.232,14.972,6.834,5.396,124.1836,35.65456,0.734952735,8.666666667,0.666666667,10.5,2.5,19.16666667,3.166666667,0.452173913,0.825396825,4,2.090909091,0.02418,0.010801818,3.166666667,27,4,13.95961538,85,14,5.666666667,28.17166667,32,0,16,0.615384615,0,0.307692308,210,137,2.914893617,0
61,Pollination,N,N,Y,5.224358974,17.0754717,11.85111272,41.13702624,55.73797678,-14.60095054,73.51118914,NA,NA,red,8.233333333,13.43,6.91,11.56,6.57,6.306666667,79.9871,42.18653333,-1.690622238,12.5,1,5.833333333,0.666666667,18.33333333,1.666666667,0.681818182,2.142857143,4.166666667,2.25,0.022668333,0.01565,8,11,3,NA,87,13,4.666666667,24.85666667,28,84,16,0.466666667,1.4,0.266666667,215,182,3.872340426,0
62,PollRobFlor,Y,Y,Y,7.75,5.618489583,-2.131510417,29.23664122,56.27329193,-27.03665071,12.21919901,5.164663329,7.054535684,yellow,9.89125,15.85166667,6.086,11.346,6.031666667,5.061666667,69.73692,31.98211667,-1.099650639,16.33333333,0,5.5,0,21.83333333,0,0.748091603,2.96969697,NA,NA,NA,NA,4.666666667,14,5,1.6203125,101,15,1.666666667,28.785,20,0,4,0.2,0,0.04,215,300,6.382978723,8
63,Robbing,Y,N,N,1.340659341,5.259961127,3.919301787,10.52060738,23.17617866,-12.65557128,72.32030881,NA,NA,red,9.277,15.02142857,5.704285714,12.58285714,5.468571429,5.422857143,76.00844286,30.99971429,-1.257027673,21.16666667,0.166666667,6.833333333,0.333333333,28,0.5,0.755952381,3.097560976,2,3,0.0052,0.01845,0.583333333,23,4,9.794840525,96,15,4.666666667,28.14166667,64,12,4,0.32,0.06,0.02,211,346,7.361702128,2
64,Control,N,N,N,4.134615385,5.183189655,1.048574271,81.78217822,25.93023256,55.85194566,9.639798681,NA,NA,yellow,8.042,13.538,6.134,11.384,6.298,5.434,72.17666,36.43534,-2.066803992,7.833333333,0.333333333,8,0.333333333,15.83333333,0.666666667,0.494736842,0.979166667,6,3.5,0.0413,0.0196,2.166666667,26,3,NA,95,13,4,22.09,0,0,4,0,0,0.5,207,174,3.70212766,17
65,PollRob,Y,N,Y,NA,NA,NA,23.71915254,27.23979491,-3.52064237,63.37692621,73.98759273,-10.61066652,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.083333333,10,3,NA,90,15,3,27.60166667,NA,NA,NA,NA,NA,NA,.,0,0,NA
66,Control,N,N,N,3.815789474,5.661764706,1.845975232,47.09923664,19.24107143,27.85816521,14.82495166,2.305585688,12.51936597,yellow,10.09,11.80666667,6.22,12.81666667,7.713333333,7.27,79.60653333,55.67906667,-1.181714291,7.5,0,6,0.333333333,13.5,0.333333333,0.555555556,1.25,NA,2,NA,0.0141,0.25,17,2,NA,94,13,1,23.77,NA,NA,NA,NA,NA,NA,230,152,3.234042553,NA
67,PollRob,Y,N,Y,6.296653797,5.230125523,-1.066528274,144.8888889,5.653021442,139.2358675,8.472820128,NA,NA,yellow,9.9975,14.3775,6.425,13.66,6.09,6.7,87.8126,41.438975,-0.546083241,10.5,0.166666667,4,0.666666667,14.5,0.833333333,0.724137931,2.625,6,3,0.0339,0.0155,0.666666667,17,3,8.828283302,86,13,3.666666667,22.145,NA,NA,NA,NA,NA,NA,219,268,5.70212766,5
68,Pollination,N,N,Y,6.666666667,NA,NA,54.87179487,NA,NA,13.86942031,NA,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,0,0.5,0,0.666666667,0,0.25,0.333333333,NA,NA,NA,NA,12.33333333,15,4,0.86796875,82,15,2.333333333,27.73333333,NA,NA,NA,NA,NA,NA,230,13,0.276595745,0
69,Robbing,Y,N,N,4.453125,NA,NA,37.47474747,6.302521008,31.17222646,10.27548333,3.760157822,6.515325509,yellow,7.4525,13.5475,5.4975,12.0925,6.7175,5.6425,67.83215,38.69925,-2.261824457,5.5,0.333333333,2.833333333,0.333333333,8.333333333,0.666666667,0.66,1.941176471,2.5,1.5,0.01545,0.0105,4.333333333,26,1,NA,83,14,2.333333333,23.38333333,0,0,0,0,0,0,215,112,2.382978723,2
70,Florivory,N,Y,N,4.719101124,4.157303371,-0.561797753,29.5,81.33333333,-51.83333333,34.69653204,75.74492013,-41.04838809,red,6.376875,16.535,5.5625,9.52375,4.30125,4.3525,53.48236875,19.71503125,-2.696227845,22.5,4.166666667,12.33333333,0.833333333,34.83333333,5,0.645933014,1.824324324,3.68,3.8,0.012504,0.0115,5.333333333,39,5,NA,93,14,7.666666667,30.05,0,0,0,0,0,0,197,400,8.510638298,11
71,Control,N,N,N,21,16.50700935,-4.492990654,NA,47.71929825,NA,8.166773465,2.945852256,5.220921208,yellow,6.771578947,16.36789474,5.812631579,10.74894737,4.834210526,4.715263158,65.57644737,23.55191579,-2.197595861,22.5,1.833333333,12.16666667,0.833333333,34.66666667,2.666666667,0.649038462,1.849315068,4.090909091,1.6,0.016354545,0.0079,0.5,21,4,NA,86,14,6,24.70333333,6,0,4,0.3,0,0.2,203,490,10.42553191,6
72,Robbing,Y,N,N,15.43918919,8.474702381,-6.964486808,52.08053691,96.7961165,-44.71557959,7.96122844,2.356891512,5.604336928,yellow,7.72,14.25,6.9175,10.1675,5.4125,6.4025,69.34935,34.728325,-2.106681268,8,1.166666667,1.833333333,0.166666667,9.833333333,1.333333333,0.813559322,4.363636364,4.571428571,NA,0.015585714,NA,0.375,6,4,2.1703125,84,14,1.333333333,21.41833333,NA,NA,NA,NA,NA,NA,210,177,3.765957447,NA
73,Robbing,Y,N,N,5.007948922,4.921383648,-0.086565275,27.96666667,84.02564103,-56.05897436,6.087490466,2.498393286,3.58909718,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166666667,0,0.666666667,0.166666667,3.833333333,0.166666667,0.826086957,4.75,NA,1,NA,0.0022,6.25,8,5,NA,85,14,1,16.71833333,NA,NA,NA,NA,NA,NA,236,72,1.565217391,NA
74,Florivory,N,Y,N,2.888239116,6.994680851,4.106441735,89.91525424,23.80434783,66.11090641,5.717939804,NA,NA,yellow,7.803333333,12.25333333,6.113333333,10.34,7.43,6.866666667,63.31903333,51.24516667,-2.610856761,8,0,4.666666667,0.166666667,12.66666667,0.166666667,0.631578947,1.714285714,NA,NA,NA,NA,0.625,11,4,8.915243902,94,13,3.666666667,21.08833333,NA,NA,NA,NA,NA,NA,229,154,3.276595745,1
75,Control,N,N,N,11.00378788,9.891975309,-1.11181257,24.4973545,38.33333333,-13.83597883,16.49271282,0.844443947,15.64826888,yellow,9.423333333,12.18666667,6.163333333,13.11,6.823333333,6.1,79.7882,41.9247,-1.308985959,12.6,0.2,1.8,0.2,14.4,0.4,0.875,7,4,2,0.0144,0.0112,4.5,10,2,NA,83,14,2,24.73833333,NA,NA,NA,NA,NA,NA,223,221,4.70212766,23
76,PollFlor,N,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.875,15,5,NA,80,12,0,27.155,NA,NA,NA,NA,NA,NA,.,0,0,NA
77,RobFlor,Y,Y,N,5.147849462,6.391437309,1.243587847,27.51445087,60.76433121,-33.24988034,35.14430463,35.90808367,-0.76377904,red,NA,9.9,6.62,5.69,5.57,4.96,37.6678,27.6272,NA,4,0,8.666666667,0,12.66666667,0,0.315789474,0.461538462,NA,NA,NA,NA,9.25,11,3,NA,80,13,3.333333333,20.425,NA,NA,NA,NA,NA,NA,231,98,2.085106383,21
78,Pollination,N,N,Y,8.308823529,6.713483146,-1.595340383,65.69116164,77.88235294,-12.19119131,20.15139917,4.449221586,15.70217759,yellow,7.885714286,13.83285714,6.141428571,10.35571429,5.275714286,6.137142857,64.76868571,32.92875714,-2.357966482,8.666666667,0.666666667,5,0.166666667,13.66666667,0.833333333,0.634146341,1.733333333,4.333333333,NA,0.016966667,NA,0,3,2,NA,90,14,3.666666667,16.675,NA,NA,NA,NA,NA,NA,215,282,6,0
79,PollRob,Y,N,Y,25.64465409,5.293880837,-20.35077325,64.88372093,7.903225806,56.98049512,12.23433899,1.948709518,10.28562947,yellow,8.623333333,11.14666667,6.42,12.18333333,6.623333333,7.56,78.93703333,49.86873333,-1.851280517,6.833333333,0.833333333,4.333333333,0.333333333,11.16666667,1.166666667,0.611940299,1.576923077,3,NA,0.014575,NA,2.25,9,3,NA,81,14,2.666666667,25.56833333,NA,NA,NA,NA,NA,NA,221,261,5.553191489,0
80,Control,N,N,N,2.398989899,11.27272727,8.873737374,25.55555556,61.17021277,-35.61465721,75.45882676,88.29575935,-12.83693258,red,8.31,13.554,7.084,12.706,5.974,5.432,90.21274,32.70028,-1.258915987,3.833333333,0.833333333,1.333333333,0,5.166666667,0.833333333,0.741935484,2.875,3.8,NA,0.01016,NA,1,11,4,NA,73,11,1.333333333,13.23166667,0,0,4,0,0,1,216,92,1.957446809,2
81,PollRobFlor,Y,Y,Y,NA,3.302083333,NA,NA,57.4122807,NA,NA,NA,NA,NA,8.323333333,14.07666667,6.443333333,12.34,7.953333333,5.893333333,79.6305,46.75673333,-1.515522837,3.333333333,0.333333333,1.666666667,0,5,0.333333333,0.666666667,2,3,NA,0.01456,NA,2.125,4,2,17.82054409,73,11,2,19.14333333,NA,NA,NA,NA,NA,NA,229,107,2.326086957,2
82,Pollination,N,N,Y,10.17739534,11.69481982,1.517424475,71.26984125,38.8836478,32.38619345,2.050986977,1.130713708,0.920273269,yellow,6.8825,13.0975,7.4925,12.4525,5.8075,6.245,94.2992,37.527675,-1.63521342,5,0.166666667,6.5,0.333333333,11.5,0.5,0.434782609,0.769230769,3,2,0.012,0.010255,5.625,14,4,NA,81,12,2.666666667,21.37,NA,NA,NA,NA,NA,NA,221,177,3.765957447,5
83,RobFlor,Y,Y,N,4.607067511,18.71014493,14.10307742,96.8115942,27.19602978,69.61556442,4.960340118,1.613749566,3.346590551,yellow,10.23333333,18.34,9.316666667,14.33666667,3.94,3.233333333,134.3777,13.19603333,1.648263765,4.833333333,0.333333333,4,0.166666667,8.833333333,0.5,0.547169811,1.208333333,2,NA,0.0123,NA,1,23,4,NA,87,13,5.666666667,18.17333333,NA,NA,NA,NA,NA,NA,229,127,2.70212766,0
84,Florivory,N,Y,N,NA,15.43518519,NA,117.5,68.16326531,49.33673469,5.076522447,1.612015364,3.464507083,yellow,9.3075,17.9775,7.3725,14.3425,4.7825,3.3675,105.65115,16.34555,0.51358802,4.166666667,1,10.66666667,0.833333333,14.83333333,1.833333333,0.280898876,0.390625,3.166666667,1.75,0.0152,0.009925,2.75,4,1,NA,84.6,21,3,11.825,0,0,2,0,0,0.125,208,150,3.191489362,32
85,Control,N,N,N,7.195121951,3.110972569,-4.084149383,27.21649485,56.30057803,-29.08408318,5.507715121,3.821481052,1.686234069,yellow,8.666666667,18.19,10,16.07666667,5.193333333,3.806666667,160.9033333,20.00326667,1.824112653,15.83333333,0.166666667,13.16666667,0.666666667,29,0.833333333,0.545977011,1.202531646,4,1.5,0.01359,0.0082,1.375,12,3,NA,81.1,20,1.666666667,16.26,0,0,0,0,0,0,203,274,5.829787234,13
86,Control,N,N,N,13.95299145,14.85119048,0.898199023,45.35353535,46.51741294,-1.16387759,6.487096996,7.289429867,-0.802332871,yellow,9.36,18.565,8.3725,12.76,4.665,3.64,112.791625,16.97915,0.604708809,7,0.333333333,8.666666667,0.833333333,15.66666667,1.166666667,0.446808511,0.807692308,NA,3,NA,0.011466667,1.5,10,1,NA,78.6,19,2.333333333,20.70833333,NA,NA,NA,NA,NA,NA,202,324,6.893617021,19
87,Florivory,N,Y,N,7.736486486,11.171875,3.435388514,85.42056075,22.21925134,63.20130941,60.14052302,56.18643277,3.954090248,red,5.41,16.34,6.836666667,8.595,3.56,3.265,60.3138,11.25405,-2.738816316,5.166666667,0.5,6.166666667,0.833333333,11.33333333,1.333333333,0.455882353,0.837837838,2.666666667,2,0.012956667,0.0085,8,10,4,NA,83.4,18,3,17.34666667,NA,NA,NA,NA,NA,NA,212,100,2.127659574,6
88,Pollination,N,N,Y,19.46428571,3.027950311,-16.4363354,35.51401869,50.72580645,-15.21178776,13.73347068,NA,NA,yellow,7.313333333,14.89666667,7.656666667,12.46,3.826666667,3.026666667,95.33003333,12.3825,-1.180860998,4.333333333,0.166666667,2.5,0.666666667,6.833333333,0.833333333,0.634146341,1.733333333,5,2.5,0.0179,0.01024,12.875,2,1,NA,72,20,0.666666667,14.75,NA,NA,NA,NA,NA,NA,224,111,2.361702128,15
89,PollRobFlor,Y,Y,Y,16.32911392,6.873015873,-9.456098051,38.7755102,57.77777778,-19.00226758,14.83459391,1.501108,13.33348591,yellow,8.2,17.12333333,8.336666667,14.15333333,4.053333333,3.16,117.9239,12.80233333,0.256098429,4.166666667,0,1,0.166666667,5.166666667,0.166666667,0.806451613,4.166666667,NA,2,NA,0.00933,2.125,15,5,NA,88.3,19,0.666666667,17.75833333,NA,NA,NA,NA,NA,NA,223,95,2.021276596,1
90,Florivory,N,Y,N,4.75,8.806306306,4.056306306,133.75,141.2698413,-7.5198413,11.70466846,3.615910122,8.088758337,yellow,8.57,17.19,9.283333333,14.32,4.136666667,3.676666667,132.8778333,15.23076667,0.779346648,2.333333333,0,1,0.333333333,3.333333333,0.333333333,0.7,2.333333333,NA,2.5,NA,0.00495,0.625,2,1,13.77692308,77.7,19,0.333333333,20.58,NA,NA,NA,NA,NA,NA,231,38,0.808510638,12
91,RobFlor,Y,Y,N,4.802631579,3.539473684,-1.263157895,34.25584256,49.72222222,-15.46637966,1.504686576,1.778452163,-0.273765587,yellow,8.726666667,16.10333333,8.966666667,14.96666667,4.53,3.46,134.3993333,15.76423333,0.655310743,5,0,2.666666667,0.166666667,7.666666667,0.166666667,0.652173913,1.875,NA,3,NA,0.0061,2.875,8,2,NA,74.2,19,0,15.43333333,NA,NA,NA,NA,NA,NA,211,137,2.914893617,0
92,Florivory,N,Y,N,14.18258503,12.78528529,-1.397299749,NA,113.6986301,NA,16.58412121,2.636077493,13.94804371,yellow,9.88,17.82333333,10.11,16.15666667,5.06,3.963333333,163.7961,20.05286667,2.19681214,5.666666667,0.166666667,4.5,0.333333333,10.16666667,0.5,0.557377049,1.259259259,NA,2,NA,0.0054,1.625,7,2,NA,74.6,19,2.333333333,17.815,NA,NA,NA,NA,NA,NA,217,50,1.063829787,15
93,Robbing,Y,N,N,7.981927711,9.166666667,1.184738956,51.77777778,29.75438596,22.02339182,9.301428047,NA,NA,yellow,9.163333333,17.64666667,8.793333333,14.78666667,4.203333333,3.273333333,130.1413,13.77596667,1.031729624,4.666666667,0,5.5,0.666666667,10.16666667,0.666666667,0.459016393,0.848484848,NA,2,NA,0.0056,2.625,7,1,NA,76.5,19,2.333333333,15.96833333,NA,NA,NA,NA,NA,NA,212,95,2.021276596,3
94,Florivory,N,Y,N,18.68131868,7.283105023,-11.39821366,116.8421053,52.84810127,63.99400403,37.63362371,37.69471961,-0.061095898,red,9.626666667,18.47666667,9.536666667,14.81666667,4.806666667,3.043333333,141.3838667,14.69113333,1.686667858,7.166666667,1,2.5,0.833333333,9.666666667,1.833333333,0.74137931,2.866666667,2.666666667,1.5,0.009166667,0.007405,0.375,2,1,NA,89.5,21,0,23.11333333,NA,NA,NA,NA,NA,NA,218,113,2.404255319,1
95,Robbing,Y,N,N,12.47916667,4.32,-8.159166667,89.81132075,20.09433962,69.71698113,42.18420383,78.6426092,-36.45840537,red,7.623333333,18.68,10.38333333,16.22,5.036666667,4.43,169.0847,22.36373333,1.833743656,4,0.166666667,3.666666667,0.333333333,7.666666667,0.5,0.52173913,1.090909091,3,2.5,0.0152,0.0052,0.375,1,1,NA,80.1,17,0.666666667,17.21833333,NA,NA,NA,NA,NA,NA,222,84,1.787234043,0
96,Florivory,N,Y,N,13.03097345,13.21428571,0.183312263,35.54054054,80.28037383,-44.73983329,11.75146661,2.767921367,8.983545243,yellow,6.6,12.42,5.01,NA,4.12,3.52,NA,14.5024,NA,1.666666667,0,0.5,0,2.166666667,0,0.769230769,3.333333333,3.333333333,1.166666667,0.027366667,0.008375,3.125,3,2,3.9234375,78,19,0,17.65333333,NA,NA,NA,NA,NA,NA,233,43,0.914893617,1
